# This file contains the data of final feasible population (if found)
# of objectives = 3, # of constraints = 0, # of real_var = 12, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-1.184792e+01	-2.514839e-03	4.362837e-11	1.881566e-01	1.408914e-02	3.219188e-01	1.710838e-01	-1.320514e+00	5.922310e-01	-1.601375e-01	1.895568e+00	8.986004e-03	2.722534e-03	3.236009e+00	1.055822e+01	0.000000e+00	1	1.000000e+14
-1.715819e+01	-7.023353e+00	2.530578e-02	1.815202e-01	1.976605e-02	3.457654e-01	1.981002e-01	-1.055001e+00	2.166940e-01	-1.475412e-02	1.464616e+00	7.838794e-04	1.495044e-03	5.692882e+00	1.943969e+01	0.000000e+00	1	1.000000e+14
-3.615417e+03	-9.983104e-01	1.054918e-03	1.531161e-01	3.020158e-03	3.247334e-01	1.651239e-01	-6.043527e-01	5.367135e-01	-4.612905e-02	2.565657e-01	1.372194e-03	1.863169e-03	9.777998e-02	1.920573e+01	0.000000e+00	1	1.000000e+14
-2.333399e+03	-1.321260e+00	4.075817e-03	1.964188e-01	3.200717e-03	3.203429e-01	1.901730e-01	-6.267171e-01	4.182842e-01	-2.636913e-02	7.198609e-01	8.459737e-04	1.870360e-03	2.538982e+00	1.696436e+01	0.000000e+00	1	7.822246e-02
-1.505347e+03	-1.401724e+00	5.154772e-03	1.874600e-01	3.200717e-03	3.205630e-01	1.853100e-01	-5.963642e-01	4.196166e-01	-1.702459e-02	1.940815e+00	5.746121e-04	1.797241e-03	2.783498e+00	1.507748e+01	0.000000e+00	1	7.713916e-02
-3.615417e+03	-9.983104e-01	1.054918e-03	1.531161e-01	3.020158e-03	3.247334e-01	1.651239e-01	-6.043527e-01	5.367135e-01	-4.612905e-02	2.565657e-01	1.372194e-03	1.863169e-03	9.777998e-02	1.920573e+01	0.000000e+00	1	5.339718e-02
-3.041791e+03	-1.351662e+00	4.272064e-03	1.893068e-01	3.217455e-03	3.203429e-01	1.883335e-01	-5.446659e-01	4.187891e-01	-2.636913e-02	7.192126e-01	8.881957e-04	1.832794e-03	2.538982e+00	1.539445e+01	0.000000e+00	1	5.307855e-02
-2.766148e+03	-1.335817e+00	4.084061e-03	1.893068e-01	3.200717e-03	3.203429e-01	1.901730e-01	-6.267171e-01	4.182842e-01	-2.636913e-02	7.198609e-01	8.459737e-04	1.870360e-03	2.538982e+00	1.696436e+01	0.000000e+00	1	4.077889e-02
-2.333399e+03	-1.321260e+00	4.075817e-03	1.964188e-01	3.200717e-03	3.203429e-01	1.901730e-01	-6.267171e-01	4.182842e-01	-2.636913e-02	7.198609e-01	8.459737e-04	1.870360e-03	2.538982e+00	1.696436e+01	0.000000e+00	1	4.076961e-02
-1.617681e+02	-4.314971e-02	1.546329e-06	1.941992e-01	1.478428e-03	3.120961e-01	1.985938e-01	-1.172141e+00	5.241635e-01	-1.231927e-01	6.966658e-01	4.533626e-02	4.132262e-04	1.131312e+00	1.442915e+01	0.000000e+00	1	3.088931e-02
