1.000000e+04	1.000000e+04	1.000000e+04	1.847020e-02	2.671307e-02	2.689853e-01	1.707722e-01	-1.787174e+00	5.890815e-01	-6.109940e-02	1.414629e+00	2.155962e-02	1.874576e-02	4.470141e+00	9.307161e+00	
1.000000e+04	1.000000e+04	1.000000e+04	1.290660e-01	1.311199e-01	3.521248e-01	1.669700e-01	-1.829736e+00	4.757517e-01	-1.922024e-01	1.266518e+00	1.703322e-04	3.210997e-02	8.803105e+00	9.251547e+00	
1.000000e+04	1.000000e+04	1.000000e+04	7.886829e-02	1.286567e-01	2.474920e-01	1.347122e-01	-1.348979e+00	5.694409e-01	-6.330342e-02	1.116218e+00	8.435123e-02	3.282415e-02	7.483617e+00	5.135323e+00	
1.000000e+04	1.000000e+04	1.000000e+04	1.561470e-01	9.339302e-02	3.905138e-01	1.955112e-01	-1.504615e+00	5.872011e-01	-1.750797e-02	1.552922e+00	1.729365e-02	2.744135e-02	9.996530e+00	1.433456e+01	
1.000000e+04	1.000000e+04	1.000000e+04	1.917245e-01	9.928682e-02	2.277703e-01	1.318272e-01	-5.090073e-01	4.214583e-01	-1.035962e-01	1.349771e+00	4.929670e-02	3.832226e-02	2.245095e+00	1.372749e+01	
1.000000e+04	1.000000e+04	1.000000e+04	1.711634e-01	1.900955e-01	3.800983e-01	1.396212e-01	-1.290509e+00	4.363070e-01	-9.809742e-02	5.898988e-01	6.270255e-02	9.591362e-02	5.307217e+00	1.614126e+01	
1.000000e+04	1.000000e+04	1.000000e+04	6.631344e-02	1.030581e-01	5.190916e-01	7.633409e-02	-1.598880e+00	4.338915e-01	-5.728526e-02	2.850027e-01	9.982581e-03	8.554068e-02	3.567354e+00	1.101768e+01	
1.000000e+04	1.000000e+04	1.000000e+04	2.254693e-02	9.934759e-02	2.888778e-01	1.332404e-01	-3.459417e-01	1.432042e-01	-6.237546e-02	1.187119e+00	9.201051e-02	3.155177e-02	8.377767e+00	1.855485e+01	
1.000000e+04	1.000000e+04	1.000000e+04	8.178024e-02	2.638336e-02	2.285525e-01	9.876697e-02	-1.048542e+00	5.089237e-01	-3.257877e-02	1.226003e+00	7.771416e-02	2.802032e-02	8.582315e+00	9.458752e+00	
1.000000e+04	1.000000e+04	1.000000e+04	1.341664e-01	1.432124e-01	3.387695e-01	1.948616e-01	-1.900358e+00	5.246511e-01	-1.630021e-01	2.817592e-01	9.340629e-02	3.697444e-02	2.041614e+00	8.110431e+00	
1.000000e+04	1.000000e+04	1.000000e+04	4.846160e-02	5.154228e-02	4.855493e-01	7.977050e-02	-1.461778e+00	4.385643e-01	-7.283224e-02	1.542028e+00	8.907263e-02	4.152485e-02	7.949524e+00	1.724818e+01	
1.000000e+04	1.000000e+04	1.000000e+04	8.311426e-02	1.132419e-01	3.022639e-01	1.970551e-01	-8.426885e-02	5.262491e-01	-1.127405e-01	1.026305e+00	7.483540e-03	3.826044e-03	3.688308e+00	1.224595e+01	
1.000000e+04	1.000000e+04	1.000000e+04	1.846120e-01	9.456194e-02	3.905138e-01	1.955112e-01	-8.653178e-02	3.576165e-01	-3.536256e-02	1.552922e+00	1.756762e-02	2.744135e-02	9.997398e+00	1.432825e+01	
1.000000e+04	1.000000e+04	1.000000e+04	1.390782e-01	1.145759e-01	2.828450e-01	5.330949e-02	-8.827241e-01	1.970601e-01	-1.208649e-01	5.013037e-01	4.853086e-02	9.718901e-02	8.654983e+00	1.232331e+00	
1.000000e+04	1.000000e+04	1.000000e+04	3.661854e-02	1.319501e-01	4.508864e-01	7.028044e-02	-1.288480e+00	4.836632e-01	-3.176371e-02	4.443842e-01	4.200334e-02	2.658911e-02	8.046445e+00	1.858748e+01	
1.000000e+04	1.000000e+04	1.000000e+04	1.455975e-01	8.968100e-02	5.859653e-01	8.818484e-02	-1.410809e+00	3.082211e-01	-1.255115e-01	4.774093e-01	2.038395e-03	7.096203e-02	9.340660e+00	2.684298e+00	
1.000000e+04	1.000000e+04	1.000000e+04	1.919083e-01	1.340026e-01	2.473493e-01	1.594106e-01	-9.120659e-01	4.642258e-01	-3.840302e-02	1.792146e-01	6.129466e-02	6.224045e-02	5.512503e+00	1.511355e+01	
1.000000e+04	1.000000e+04	1.000000e+04	1.819185e-01	4.284986e-02	1.290677e-01	9.821906e-02	-1.515396e-01	1.600026e-01	-3.359391e-02	1.493564e+00	1.305410e-02	9.783698e-02	4.782316e+00	6.901129e-01	
1.000000e+04	1.000000e+04	1.000000e+04	1.690033e-01	1.476437e-01	3.599533e-01	4.772874e-02	-1.726168e+00	1.783625e-01	-6.455074e-02	1.359665e-01	9.669180e-02	1.802492e-02	5.608346e+00	1.184405e+01	
1.000000e+04	1.000000e+04	1.000000e+04	2.199215e-02	1.851435e-01	2.888778e-01	1.301544e-01	-3.459417e-01	1.432042e-01	-6.286970e-02	1.112611e+00	7.336504e-02	3.155177e-02	8.377767e+00	1.855485e+01	
1.000000e+04	1.000000e+04	1.000000e+04	9.246412e-02	7.607143e-02	3.281876e-01	7.109762e-02	-1.743509e+00	5.205129e-01	-3.183385e-02	5.786662e-01	4.755187e-02	3.364636e-02	8.661486e+00	1.332112e+00	
1.000000e+04	1.000000e+04	1.000000e+04	8.563948e-02	1.209317e-01	3.112071e-01	1.332171e-01	-7.128156e-01	5.572152e-01	-6.129175e-02	1.236881e+00	5.177423e-02	1.770671e-02	2.504169e+00	1.417572e+01	
1.000000e+04	1.000000e+04	1.000000e+04	9.023826e-02	8.690729e-02	3.504202e-01	1.435737e-01	-3.894070e-01	4.990609e-01	-5.989898e-02	5.779299e-01	8.796778e-02	4.135039e-02	4.788270e+00	1.752182e+01	
