NACA1408
         1 -1.1096e-17                      
   0.99932  8.9161e-05                      
   0.99727  0.00035589                      
   0.99386  0.00079794                      
   0.98911   0.0014116                      
   0.98302   0.0021918                      
    0.9756   0.0031321                      
   0.96689    0.004225                      
    0.9569   0.0054616                      
   0.94566   0.0068323                      
    0.9332   0.0083265                      
   0.91955   0.0099332                      
   0.90475     0.01164                      
   0.88885    0.013436                      
   0.87187    0.015307                      
   0.85388    0.017241                      
   0.83491    0.019224                      
   0.81503    0.021245                      
   0.79428    0.023289                      
   0.77272    0.025344                      
    0.7504    0.027396                      
    0.7274    0.029433                      
   0.70377    0.031442                      
   0.67958    0.033409                      
   0.65489    0.035322                      
   0.62977    0.037169                      
    0.6043    0.038936                      
   0.57853    0.040611                      
   0.55254    0.042182                      
   0.52641    0.043636                      
    0.5002    0.044963                      
   0.47398    0.046149                      
   0.44783    0.047185                      
   0.42183    0.048059                      
   0.39602    0.048762                      
   0.37045    0.049256                      
   0.34522    0.049518                      
   0.32042    0.049544                      
   0.29611    0.049332                      
   0.27237    0.048881                      
   0.24926    0.048192                      
   0.22684    0.047268                      
   0.20518    0.046114                      
   0.18433    0.044737                      
   0.16436    0.043146                      
   0.14533    0.041353                      
   0.12727    0.039368                      
   0.11026    0.037206                      
  0.094324    0.034882                      
  0.079516    0.032411                      
  0.065874    0.029809                      
  0.053436    0.027094                      
  0.042236    0.024282                      
  0.032302    0.021388                      
  0.023662    0.018429                      
  0.016339    0.015419                      
  0.010351    0.012371                      
 0.0057132   0.0092968                      
 0.0024377   0.0062053                      
0.00053198   0.0031046                      
         0           0                      
0.00083849  -0.0030361                      
 0.0030404  -0.0059324                      
 0.0065985  -0.0086859                      
  0.011502   -0.011294                      
  0.017735   -0.013752                      
  0.025281   -0.016057                      
  0.034117   -0.018205                      
  0.044219   -0.020193                      
  0.055557   -0.022016                      
    0.0681   -0.023671                      
  0.081814   -0.025157                      
  0.096659   -0.026472                      
    0.1126   -0.027615                      
   0.12958   -0.028587                      
   0.14757   -0.029389                      
   0.16651   -0.030024                      
   0.18635   -0.030497                      
   0.20704   -0.030813                      
   0.22852   -0.030979                      
   0.25074   -0.031004                      
   0.27364   -0.030897                      
   0.29715   -0.030668                      
   0.32121   -0.030328                      
   0.34576   -0.029889                      
   0.37073   -0.029364                      
   0.39606   -0.028764                      
   0.42174   -0.028085                      
   0.44764   -0.027311                      
   0.47368   -0.026452                      
    0.4998   -0.025518                      
   0.52593   -0.024521                      
   0.55199    -0.02347                      
   0.57791   -0.022375                      
   0.60361   -0.021247                      
   0.62904   -0.020092                      
   0.65413   -0.018921                      
   0.67879   -0.017739                      
   0.70296   -0.016555                      
   0.72659   -0.015373                      
    0.7496   -0.014202                      
   0.77192   -0.013045                      
   0.79351   -0.011909                      
   0.81429   -0.010797                      
   0.83422  -0.0097159                      
   0.85323  -0.0086691                      
   0.87127  -0.0076613                      
    0.8883   -0.006697                      
   0.90426  -0.0057808                      
   0.91912   -0.004917                      
   0.93283    -0.00411                      
   0.94535  -0.0033641                      
   0.95665  -0.0026836                      
   0.96669  -0.0020722                      
   0.97545   -0.001534                      
   0.98291  -0.0010721                      
   0.98904 -0.00068984                      
   0.99382 -0.00038966                      
   0.99725  -0.0001737                      
   0.99931 -4.3505e-05                      
         1  1.1096e-17                      
