NACA2410
         1 -1.3847e-17                      
   0.99962  7.2267e-05                      
   0.99847  0.00028872                      
   0.99656  0.00064832                      
   0.99389   0.0011493                      
   0.99047   0.0017894                      
   0.98629   0.0025654                      
   0.98137   0.0034737                      
   0.97571     0.00451                      
   0.96933   0.0056696                      
   0.96222   0.0069471                      
    0.9544   0.0083367                      
   0.94589   0.0098321                      
   0.93669    0.011427                      
   0.92682    0.013114                      
   0.91629    0.014886                      
   0.90512    0.016735                      
   0.89332    0.018654                      
   0.88092    0.020635                      
   0.86793     0.02267                      
   0.85437     0.02475                      
   0.84026    0.026868                      
   0.82562    0.029015                      
   0.81048    0.031183                      
   0.79485    0.033363                      
   0.77877    0.035549                      
   0.76225     0.03773                      
   0.74532      0.0399                      
   0.72801     0.04205                      
   0.71034    0.044172                      
   0.69234    0.046258                      
   0.67404    0.048301                      
   0.65547    0.050293                      
   0.63665    0.052226                      
   0.61761    0.054092                      
   0.59838    0.055885                      
     0.579    0.057596                      
   0.55949     0.05922                      
   0.53988    0.060748                      
    0.5202    0.062175                      
   0.50049    0.063493                      
   0.48077    0.064697                      
   0.46108     0.06578                      
   0.44145    0.066738                      
    0.4219    0.067564                      
   0.40247    0.068254                      
   0.38307    0.068783                      
   0.36384    0.069118                      
   0.34482    0.069255                      
   0.32603    0.069194                      
   0.30752    0.068934                      
    0.2893    0.068478                      
   0.27142    0.067827                      
    0.2539    0.066982                      
   0.23677     0.06595                      
   0.22005    0.064733                      
   0.20378    0.063338                      
   0.18798     0.06177                      
   0.17267    0.060038                      
   0.15789    0.058148                      
   0.14365    0.056111                      
   0.12998    0.053934                      
   0.11689    0.051629                      
   0.10442    0.049205                      
  0.092579    0.046673                      
  0.081384    0.044044                      
  0.070854    0.041329                      
  0.061006    0.038539                      
  0.051853    0.035687                      
   0.04341    0.032781                      
  0.035689    0.029834                      
    0.0287    0.026856                      
  0.022455    0.023856                      
  0.016961    0.020843                      
  0.012225    0.017826                      
 0.0082543    0.014813                      
 0.0050532     0.01181                      
 0.0026254   0.0088224                      
0.00097329   0.0058562                      
 9.816e-05   0.0029145                      
         0           0                      
 0.0006728  -0.0028375                      
 0.0021094  -0.0055485                      
 0.0043062  -0.0081323                      
 0.0072585   -0.010588                      
   0.01096   -0.012914                      
  0.015405   -0.015111                      
  0.020584   -0.017176                      
  0.026489   -0.019111                      
  0.033108   -0.020914                      
  0.040432   -0.022584                      
  0.048447   -0.024123                      
  0.057141    -0.02553                      
  0.066498   -0.026805                      
  0.076506    -0.02795                      
  0.087147   -0.028966                      
  0.098404   -0.029854                      
   0.11026   -0.030617                      
    0.1227   -0.031257                      
    0.1357   -0.031778                      
   0.14925   -0.032183                      
   0.16331   -0.032476                      
   0.17788   -0.032663                      
   0.19293   -0.032748                      
   0.20844   -0.032736                      
   0.22438   -0.032635                      
   0.24073    -0.03245                      
   0.25748   -0.032189                      
   0.27459   -0.031858                      
   0.29204   -0.031466                      
    0.3098    -0.03102                      
   0.32785   -0.030528                      
   0.34617   -0.029997                      
   0.36472   -0.029437                      
   0.38348   -0.028853                      
   0.40244   -0.028254                      
   0.42167   -0.027616                      
   0.44102   -0.026927                      
   0.46046   -0.026191                      
   0.47997   -0.025415                      
   0.49951   -0.024604                      
   0.51906   -0.023765                      
   0.53858   -0.022902                      
   0.55805    -0.02202                      
   0.57744   -0.021125                      
   0.59671   -0.020221                      
   0.61584   -0.019311                      
    0.6348     -0.0184                      
   0.65355    -0.01749                      
   0.67207   -0.016586                      
   0.69034    -0.01569                      
   0.70832   -0.014804                      
   0.72598   -0.013931                      
    0.7433   -0.013072                      
   0.76025    -0.01223                      
    0.7768   -0.011406                      
   0.79293   -0.010602                      
   0.80861  -0.0098191                      
   0.82383   -0.009058                      
   0.83854  -0.0083201                      
   0.85274  -0.0076066                      
   0.86639  -0.0069184                      
   0.87949  -0.0062565                      
   0.89199   -0.005622                      
    0.9039  -0.0050159                      
   0.91518  -0.0044392                      
   0.92582  -0.0038929                      
   0.93581  -0.0033781                      
   0.94512  -0.0028959                      
   0.95374  -0.0024473                      
   0.96166  -0.0020334                      
   0.96886  -0.0016552                      
   0.97534  -0.0013137                      
   0.98108  -0.0010098                      
   0.98608 -0.00074456                      
   0.99032 -0.00051863                      
    0.9938 -0.00033276                      
   0.99651 -0.00018755                      
   0.99845 -8.3473e-05                      
   0.99961 -2.0886e-05                      
         1  1.3847e-17                      
