    4.7619e+000    4.7226e-002
    6.6667e+000    4.6150e-002
    8.5714e+000    4.5072e-002
    1.0476e+001    4.3994e-002
    1.2381e+001    4.3043e-002
    1.2381e+001    4.3043e-002
    1.4286e+001    4.2092e-002
    1.4286e+001    4.2092e-002
    1.6190e+001    4.1140e-002
    1.8095e+001    4.0302e-002
    1.8095e+001    4.0302e-002
    1.2381e+001    4.3632e-002
    2.0000e+001    3.9462e-002
    2.1905e+001    3.8622e-002
    2.3810e+001    3.7883e-002
    2.3810e+001    3.7883e-002
    2.5714e+001    3.7142e-002
    2.7619e+001    3.6401e-002
    2.9524e+001    3.5749e-002
    2.9524e+001    3.5749e-002
    3.1429e+001    3.5096e-002
    3.3333e+001    3.4442e-002
    4.2857e+001    3.1684e-002
    4.4762e+001    3.0938e-002
    4.6667e+001    3.0193e-002
    4.8571e+001    2.9446e-002
    5.0476e+001    2.8746e-002
    5.2381e+001    2.8088e-002
    5.4286e+001    2.7430e-002
    5.4286e+001    2.7430e-002
    5.6190e+001    2.6772e-002
    5.8095e+001    2.6190e-002
    4.2857e+001    3.1684e-002
    4.4762e+001    3.0938e-002
    4.6667e+001    3.0193e-002
    4.8571e+001    2.9446e-002
    6.5714e+001    2.4005e-002
    6.5714e+001    2.4005e-002
    6.7619e+001    2.3193e-002
    6.9524e+001    2.2442e-002
    7.1429e+001    2.1736e-002
    5.0476e+001    2.8746e-002
    5.2381e+001    2.8088e-002
    5.4286e+001    2.7430e-002
    5.4286e+001    2.7430e-002
    5.6190e+001    2.6772e-002
    5.8095e+001    2.6190e-002
    7.1429e+001    2.1736e-002
    7.3333e+001    2.1030e-002
    7.5238e+001    2.0367e-002
    7.5238e+001    2.0367e-002
    7.7143e+001    1.9704e-002
    7.7143e+001    1.9704e-002
    7.9048e+001    1.9040e-002
    8.0952e+001    1.8454e-002
    8.0952e+001    1.8454e-002
    8.2857e+001    1.7868e-002
    6.0000e+001    2.5968e-002
    6.1905e+001    2.5309e-002
    6.1905e+001    2.5309e-002
    6.3810e+001    2.4648e-002
    6.0000e+001    2.5968e-002
    6.1905e+001    2.5309e-002
    6.1905e+001    2.5309e-002
    6.3810e+001    2.4648e-002
    3.1429e+001    3.5706e-002
    3.5238e+001    3.3866e-002
    6.0000e+001    2.5610e-002
    6.0000e+001    2.5610e-002
    8.4762e+001    1.7283e-002
    6.1905e+001    2.5029e-002
    6.1905e+001    2.5029e-002
    8.4762e+001    1.7283e-002
    6.1905e+001    2.5029e-002
    6.1905e+001    2.5029e-002
    3.3333e+001    3.4688e-002
    3.5238e+001    3.3945e-002
    3.7143e+001    3.3291e-002
    8.6667e+001    1.6697e-002
    3.9048e+001    3.2714e-002
    4.0952e+001    3.2207e-002
    4.2857e+001    3.1699e-002
    4.2857e+001    3.1699e-002
    5.8095e+001    2.6543e-002
    6.0000e+001    2.5733e-002
    6.1905e+001    2.5030e-002
    6.3810e+001    2.4448e-002
    6.5714e+001    2.3936e-002
    6.5714e+001    2.3936e-002
    5.8095e+001    2.6543e-002
    6.0000e+001    2.5733e-002
    6.1905e+001    2.5030e-002
    6.3810e+001    2.4448e-002
    6.5714e+001    2.3936e-002
    6.5714e+001    2.3936e-002
    8.8571e+001    1.6111e-002
    9.0476e+001    1.5594e-002
    9.4286e+001    1.4675e-002
    9.4286e+001    1.4675e-002
    9.0476e+001    1.5594e-002
    9.2381e+001    1.5078e-002
    9.6190e+001    1.4158e-002
    9.6190e+001    1.4158e-002
    9.2381e+001    1.5078e-002
    9.4286e+001    1.4561e-002
    9.6190e+001    1.4096e-002
    9.6190e+001    1.4096e-002
    9.8095e+001    1.3631e-002
    9.8095e+001    1.3641e-002
    9.8095e+001    1.3641e-002
    1.0000e+002    1.3176e-002
    1.0000e+002    1.3186e-002
    1.0000e+002    1.3186e-002
    1.0190e+002    1.2720e-002
    1.0000e+002    1.3176e-002
    1.0190e+002    1.2720e-002
    1.0190e+002    1.2730e-002
    1.0190e+002    1.2730e-002
    1.0381e+002    1.2264e-002
    1.0381e+002    1.2318e-002
    1.0381e+002    1.2318e-002
    1.0571e+002    1.1862e-002
    1.0762e+002    1.1460e-002
    1.0952e+002    1.1059e-002
    1.1143e+002    1.0704e-002
    1.1333e+002    1.0350e-002
    1.1524e+002    9.9961e-003
    1.1524e+002    9.9984e-003
    1.1714e+002    9.6440e-003
    1.1905e+002    9.3318e-003
    1.1524e+002    9.9984e-003
    1.1714e+002    9.6440e-003
    1.1905e+002    9.3318e-003
    1.1905e+002    9.2918e-003
    1.2095e+002    8.9796e-003
    1.2095e+002    8.9796e-003
    1.2095e+002    8.9796e-003
    1.2286e+002    8.6672e-003
    1.2286e+002    8.6672e-003
    1.2476e+002    8.3548e-003
    1.2667e+002    8.0795e-003
    1.2857e+002    7.8257e-003
    1.2857e+002    7.8257e-003
    1.2667e+002    8.0796e-003
    1.2857e+002    7.8043e-003
    1.2857e+002    7.8043e-003
    1.3048e+002    7.6207e-003
    1.3048e+002    7.6207e-003
    1.3048e+002    7.5289e-003
    1.3238e+002    7.2750e-003
    1.3238e+002    7.2750e-003
    1.3429e+002    7.0210e-003
    1.3619e+002    6.7784e-003
    1.3619e+002    6.7784e-003
    1.3810e+002    6.5357e-003
    1.3810e+002    6.5357e-003
    1.4000e+002    6.2929e-003
    1.4381e+002    5.8653e-003
    1.4190e+002    6.0791e-003
    1.4381e+002    5.8653e-003
    1.4571e+002    5.6515e-003
    1.4381e+002    5.9679e-003
    1.4381e+002    5.9679e-003
    1.4762e+002    5.5111e-003
    1.4762e+002    5.5111e-003
    1.4762e+002    5.4631e-003
    1.5333e+002    5.0106e-003
    1.4952e+002    5.2747e-003
    1.5143e+002    5.1087e-003
    1.4762e+002    5.4631e-003
    1.5143e+002    5.0862e-003
    1.5333e+002    4.9116e-003
    1.5333e+002    4.9116e-003
    1.5524e+002    4.7369e-003
    1.5524e+002    4.7455e-003
    1.5524e+002    4.7455e-003
    1.5905e+002    4.4048e-003
    1.5714e+002    4.6080e-003
    1.6095e+002    4.2586e-003
    1.5714e+002    4.5708e-003
    1.5905e+002    4.4048e-003
    1.6095e+002    4.2387e-003
    1.6476e+002    3.9461e-003
    1.6286e+002    4.0924e-003
    1.6476e+002    3.9461e-003
    1.6476e+002    3.9461e-003
    1.6667e+002    3.7997e-003
    1.6857e+002    3.7037e-003
    1.7048e+002    3.5573e-003
    1.6857e+002    3.6708e-003
    1.7048e+002    3.5573e-003
    1.7048e+002    3.5420e-003
    1.7238e+002    3.4613e-003
    1.7238e+002    3.4131e-003
    1.7429e+002    3.2995e-003
    1.7429e+002    3.2995e-003
    1.7619e+002    3.1859e-003
    1.7429e+002    3.2987e-003
    1.7429e+002    3.2987e-003
    1.7619e+002    3.1844e-003
    1.7810e+002    3.0708e-003
    1.7810e+002    3.0708e-003
    1.8000e+002    2.9572e-003
    1.8000e+002    2.9572e-003
    1.8190e+002    2.8436e-003
    1.8381e+002    2.7436e-003
    1.8762e+002    2.6011e-003
    1.8571e+002    2.6436e-003
    1.8952e+002    2.5011e-003
    1.8762e+002    2.5436e-003
    1.8952e+002    2.4723e-003
    1.8952e+002    2.4723e-003
    1.9143e+002    2.4011e-003
    1.9333e+002    2.3589e-003
    1.9333e+002    2.3589e-003
    1.9524e+002    2.3167e-003
