  9.523810e-001    9.5238e-001    9.5238e-001    9.5238e-001    9.5238e-001
    9.5238e-001    9.5238e-001    9.5238e-001    2.8571e+000    9.5238e-001
    9.5238e-001    9.5238e-001    9.5238e-001    2.8571e+000    2.8571e+000
    9.5238e-001    9.5238e-001    2.8571e+000    2.8571e+000    2.8571e+000
    9.5238e-001    9.5238e-001    4.7619e+000    2.8571e+000    2.8571e+000
    9.5238e-001    9.5238e-001    2.8571e+000    4.7619e+000    2.8571e+000
    9.5238e-001    9.5238e-001    4.7619e+000    2.8571e+000    4.7619e+000
    9.5238e-001    9.5238e-001    2.8571e+000    4.7619e+000    4.7619e+000
    9.5238e-001    9.5238e-001    4.7619e+000    4.7619e+000    4.7619e+000
    9.5238e-001    9.5238e-001    4.7619e+000    6.6667e+000    4.7619e+000
    9.5238e-001    9.5238e-001    4.7619e+000    4.7619e+000    6.6667e+000
    9.5238e-001    9.5238e-001    9.5238e-001    9.5238e-001    8.5714e+000
    9.5238e-001    9.5238e-001    4.7619e+000    6.6667e+000    6.6667e+000
    9.5238e-001    9.5238e-001    6.6667e+000    6.6667e+000    6.6667e+000
    9.5238e-001    9.5238e-001    6.6667e+000    8.5714e+000    6.6667e+000
    9.5238e-001    9.5238e-001    6.6667e+000    6.6667e+000    8.5714e+000
    9.5238e-001    9.5238e-001    6.6667e+000    8.5714e+000    8.5714e+000
    9.5238e-001    9.5238e-001    8.5714e+000    8.5714e+000    8.5714e+000
    9.5238e-001    9.5238e-001    1.0476e+001    8.5714e+000    8.5714e+000
    9.5238e-001    9.5238e-001    8.5714e+000    1.0476e+001    8.5714e+000
    9.5238e-001    9.5238e-001    1.0476e+001    1.0476e+001    8.5714e+000
    9.5238e-001    9.5238e-001    1.0476e+001    1.0476e+001    1.0476e+001
    2.1905e+001    9.5238e-001    6.6667e+000    6.6667e+000    6.6667e+000
    2.1905e+001    9.5238e-001    6.6667e+000    6.6667e+000    8.5714e+000
    2.1905e+001    9.5238e-001    6.6667e+000    8.5714e+000    8.5714e+000
    2.1905e+001    9.5238e-001    8.5714e+000    8.5714e+000    8.5714e+000
    2.3810e+001    9.5238e-001    8.5714e+000    8.5714e+000    8.5714e+000
    2.3810e+001    9.5238e-001    8.5714e+000    1.0476e+001    8.5714e+000
    2.3810e+001    9.5238e-001    1.0476e+001    1.0476e+001    8.5714e+000
    2.3810e+001    9.5238e-001    8.5714e+000    1.0476e+001    1.0476e+001
    2.3810e+001    9.5238e-001    1.0476e+001    1.0476e+001    1.0476e+001
    2.5714e+001    9.5238e-001    1.0476e+001    1.0476e+001    1.0476e+001
    9.5238e-001    2.1905e+001    6.6667e+000    6.6667e+000    6.6667e+000
    9.5238e-001    2.1905e+001    6.6667e+000    6.6667e+000    8.5714e+000
    9.5238e-001    2.1905e+001    6.6667e+000    8.5714e+000    8.5714e+000
    9.5238e-001    2.1905e+001    8.5714e+000    8.5714e+000    8.5714e+000
    2.1905e+001    2.0000e+001    8.5714e+000    8.5714e+000    6.6667e+000
